Subject,Age,Gender
sub-CC721224,87.0,F
sub-CC721291,80.0,F
sub-CC721292,79.0,M
sub-CC721374,86.0,M
sub-CC221220,37.0,F
sub-CC221244,32.0,F
sub-CC221324,36.0,M
sub-CC221336,34.0,M
sub-CC221352,37.0,F
sub-CC221373,29.0,M
sub-CC221487,35.0,M
sub-CC221511,36.0,F
sub-CC221527,34.0,F
sub-CC221565,32.0,F
sub-CC221580,31.0,F
sub-CC221585,37.0,M
sub-CC221595,33.0,M
sub-CC221648,30.0,F
sub-CC221733,36.0,M
sub-CC221740,35.0,F
sub-CC221755,32.0,M
sub-CC221775,32.0,F
sub-CC221828,32.0,F
sub-CC221886,33.0,M
sub-CC221935,37.0,M
sub-CC221954,32.0,F
sub-CC221977,37.0,M
sub-CC221980,34.0,M
sub-CC222120,37.0,M
sub-CC222125,34.0,M
sub-CC222185,32.0,F
sub-CC222258,35.0,F
sub-CC222264,37.0,M
sub-CC222304,38.0,M
sub-CC222326,35.0,M
sub-CC610022,68.0,F
sub-CC610028,68.0,M
sub-CC610039,70.0,M
sub-CC610040,72.0,M
sub-CC610046,72.0,M
sub-CC610050,71.0,F
sub-CC610051,68.0,M
sub-CC610052,77.0,M
sub-CC610058,73.0,M
sub-CC610061,76.0,F
sub-CC610071,69.0,F
sub-CC610076,77.0,F
sub-CC610099,69.0,F
sub-CC610101,68.0,M
sub-CC610146,76.0,F
sub-CC610178,72.0,M
sub-CC610210,75.0,M
sub-CC610212,77.0,F
sub-CC610227,76.0,F
sub-CC610285,71.0,M
sub-CC610288,69.0,M
sub-CC610292,72.0,F
sub-CC610308,69.0,M
sub-CC610344,71.0,F
sub-CC610372,70.0,M
sub-CC610392,75.0,F
sub-CC610405,72.0,F
sub-CC610462,76.0,F
sub-CC420094,56.0,M
sub-CC420100,56.0,M
sub-CC420137,56.0,M
sub-CC420143,53.0,F
sub-CC420148,56.0,F
sub-CC420149,52.0,M
sub-CC420157,58.0,M
sub-CC420162,52.0,F
sub-CC420167,51.0,F
sub-CC420173,49.0,F
sub-CC420180,56.0,F
sub-CC420182,52.0,F
sub-CC420197,55.0,F
sub-CC420198,58.0,M
sub-CC420202,51.0,M
sub-CC420204,53.0,F
sub-CC420217,50.0,M
sub-CC420222,55.0,M
sub-CC420226,50.0,M
sub-CC420229,52.0,M
sub-CC420231,54.0,M
sub-CC420236,53.0,M
sub-CC420241,55.0,M
sub-CC420259,51.0,F
sub-CC420260,50.0,F
sub-CC420261,54.0,F
sub-CC420286,56.0,M
sub-CC420322,49.0,M
sub-CC420324,52.0,F
sub-CC420348,57.0,F
sub-CC420356,54.0,M
sub-CC420383,48.0,F
sub-CC310402,46.0,F
sub-CC310407,39.0,F
sub-CC310410,41.0,F
sub-CC310414,40.0,M
sub-CC310450,46.0,F
sub-CC310463,45.0,F
sub-CC310473,46.0,M
sub-CC312058,47.0,M
sub-CC312222,48.0,F
sub-CC320002,46.0,M
sub-CC320022,40.0,M
sub-CC320059,48.0,M
sub-CC320088,41.0,M
sub-CC320089,47.0,F
sub-CC320107,47.0,M
sub-CC320109,39.0,M
sub-CC320160,48.0,F
sub-CC320202,45.0,M
sub-CC320206,47.0,M
sub-CC320218,47.0,F
sub-CC320267,38.0,M
sub-CC320269,42.0,F
sub-CC320687,41.0,F
sub-CC320698,45.0,F
sub-CC320759,44.0,F
sub-CC320776,47.0,M
sub-CC320814,43.0,F
sub-CC320850,47.0,F
sub-CC320870,47.0,F
sub-CC320888,47.0,F
sub-CC320893,47.0,F
sub-CC320904,42.0,M
sub-CC321000,40.0,M
sub-CC321025,40.0,M
sub-CC321053,40.0,F
sub-CC321069,41.0,F
sub-CC321073,43.0,F
sub-CC321087,40.0,F
sub-CC321107,44.0,M
sub-CC321137,41.0,F
sub-CC321154,48.0,M
sub-CC721392,80.0,M
sub-CC721418,79.0,F
sub-CC721434,84.0,M
sub-CC721504,82.0,M
sub-CC721519,79.0,F
sub-CC721532,87.0,F
sub-CC721585,79.0,F
sub-CC721618,81.0,F
sub-CC721648,80.0,F
sub-CC721704,82.0,F
sub-CC721707,80.0,F
sub-CC721729,81.0,M
sub-CC721888,78.0,F
sub-CC721891,83.0,M
sub-CC721894,80.0,F
sub-CC722216,86.0,F
sub-CC722421,79.0,F
sub-CC722536,79.0,F
sub-CC722542,79.0,M
sub-CC722651,79.0,F
sub-CC722891,84.0,F
sub-CC723197,80.0,F
sub-CC723395,86.0,F
sub-CC220506,35.0,F
sub-CC220518,30.0,M
sub-CC220519,29.0,F
sub-CC220526,28.0,F
sub-CC220535,32.0,M
sub-CC220567,37.0,M
sub-CC220610,32.0,F
sub-CC220635,36.0,F
sub-CC220697,35.0,M
sub-CC220713,33.0,F
sub-CC220806,35.0,F
sub-CC220828,33.0,F
sub-CC220843,37.0,M
sub-CC220901,35.0,F
sub-CC220920,34.0,F
sub-CC220974,37.0,M
sub-CC220999,37.0,M
sub-CC221002,37.0,F
sub-CC221031,38.0,M
sub-CC221033,28.0,F
sub-CC221038,29.0,M
sub-CC221040,36.0,M
sub-CC221054,31.0,M
sub-CC221107,35.0,M
sub-CC510237,66.0,M
sub-CC510242,60.0,M
sub-CC510243,60.0,M
sub-CC510255,62.0,M
sub-CC510256,63.0,M
sub-CC510258,60.0,M
sub-CC510259,60.0,F
sub-CC510284,60.0,F
sub-CC510304,66.0,F
sub-CC510321,64.0,F
sub-CC510323,64.0,F
sub-CC510329,64.0,M
sub-CC510342,63.0,F
sub-CC510354,62.0,F
sub-CC510355,65.0,F
sub-CC510392,67.0,M
sub-CC510393,68.0,M
sub-CC510395,68.0,M
sub-CC510415,64.0,F
sub-CC710566,83.0,M
sub-CC710591,85.0,F
sub-CC710664,82.0,F
sub-CC710679,84.0,M
sub-CC710858,79.0,M
sub-CC710982,79.0,M
sub-CC711027,80.0,M
sub-CC711035,88.0,F
sub-CC711128,80.0,M
sub-CC711158,80.0,M
sub-CC711244,85.0,F
sub-CC711245,85.0,M
sub-CC712027,87.0,M
sub-CC720023,82.0,F
sub-CC720071,82.0,M
sub-CC720103,80.0,M
sub-CC720119,79.0,M
sub-CC720180,78.0,M
sub-CC720188,78.0,M
sub-CC410032,55.0,M
sub-CC410040,55.0,M
sub-CC410084,57.0,F
sub-CC410086,57.0,M
sub-CC410091,57.0,F
sub-CC410094,54.0,F
sub-CC410097,49.0,F
sub-CC410101,56.0,M
sub-CC410113,55.0,M
sub-CC410119,57.0,M
sub-CC410121,52.0,F
sub-CC410129,58.0,M
sub-CC410169,49.0,F
sub-CC410173,55.0,M
sub-CC410177,57.0,M
sub-CC410179,55.0,M
sub-CC410182,53.0,F
sub-CC410220,52.0,F
sub-CC410222,55.0,F
sub-CC520053,64.0,M
sub-CC520055,61.0,F
sub-CC520065,60.0,M
sub-CC520078,63.0,M
sub-CC520083,65.0,F
sub-CC520097,62.0,F
sub-CC520122,67.0,M
sub-CC520127,66.0,M
sub-CC520134,67.0,F
sub-CC520136,65.0,F
sub-CC520147,61.0,F
sub-CC520168,59.0,M
sub-CC520175,61.0,M
sub-CC520197,59.0,F
sub-CC520200,67.0,F
sub-CC520209,66.0,F
sub-CC520211,63.0,F
sub-CC520215,63.0,F
sub-CC520239,65.0,F
sub-CC620572,78.0,F
sub-CC620592,74.0,F
sub-CC620610,76.0,M
sub-CC620619,71.0,M
sub-CC620659,71.0,F
sub-CC620685,77.0,F
sub-CC620720,78.0,F
sub-CC620785,69.0,M
sub-CC620793,71.0,M
sub-CC620821,70.0,M
sub-CC620885,78.0,M
sub-CC620919,78.0,M
sub-CC620935,71.0,M
sub-CC621011,76.0,M
sub-CC621080,70.0,M
sub-CC621118,76.0,M
sub-CC621128,75.0,M
sub-CC621184,69.0,M
sub-CC121479,26.0,F
sub-CC121685,20.0,M
sub-CC121795,25.0,F
sub-CC122172,27.0,M
sub-CC122405,27.0,M
sub-CC122620,24.0,F
sub-CC210023,31.0,M
sub-CC210051,35.0,F
sub-CC210088,36.0,F
sub-CC210124,35.0,F
sub-CC210148,30.0,F
sub-CC210172,31.0,F
sub-CC210182,31.0,F
sub-CC210250,29.0,M
sub-CC210304,32.0,F
sub-CC210314,34.0,F
sub-CC210422,34.0,M
sub-CC210519,29.0,F
sub-CC120061,19.0,M
sub-CC120065,25.0,F
sub-CC120120,25.0,M
sub-CC120123,19.0,F
sub-CC120166,28.0,M
sub-CC120182,26.0,M
sub-CC120208,24.0,F
sub-CC120218,27.0,F
sub-CC120234,24.0,F
sub-CC120264,28.0,M
sub-CC120276,23.0,F
sub-CC120286,22.0,M
sub-CC120309,27.0,M
sub-CC120313,28.0,M
sub-CC120319,27.0,F
sub-CC120347,21.0,F
sub-CC120376,18.0,F
sub-10159,30.0,F
sub-10171,24.0,M
sub-10189,49.0,M
sub-10193,40.0,M
sub-10206,21.0,M
sub-10217,33.0,F
sub-10225,35.0,M
sub-10227,31.0,F
sub-10228,40.0,F
sub-10235,22.0,M
sub-10249,28.0,M
sub-10271,41.0,F
sub-10273,30.0,F
sub-10274,43.0,M
sub-10280,27.0,M
sub-10290,48.0,M
sub-10292,49.0,M
sub-10304,23.0,F
sub-10316,29.0,M
sub-10321,34.0,M
sub-10325,29.0,F
sub-10329,22.0,M
sub-10339,45.0,F
sub-10340,32.0,M
sub-10345,25.0,M
sub-10347,25.0,F
sub-10356,43.0,F
sub-10361,42.0,F
sub-10365,24.0,F
sub-10376,42.0,F
sub-10377,49.0,M
sub-10388,50.0,F
sub-10429,36.0,F
sub-10438,25.0,M
sub-10440,26.0,F
sub-10455,25.0,M
sub-10460,40.0,M
sub-10471,30.0,F
sub-10478,21.0,F
sub-10487,31.0,M
sub-10492,22.0,F
sub-10506,25.0,M
sub-10517,21.0,F
sub-10523,24.0,M
sub-10524,46.0,F
sub-10525,24.0,M
sub-10527,24.0,M
sub-10530,23.0,M
sub-10557,26.0,M
sub-10565,25.0,F
sub-10570,32.0,F
sub-10575,23.0,M
sub-10624,28.0,M
sub-10629,31.0,M
sub-10631,21.0,F
sub-10638,25.0,F
sub-10668,25.0,F
sub-10672,29.0,M
sub-10674,42.0,F
sub-10678,24.0,F
sub-10680,22.0,F
sub-10686,26.0,F
sub-10692,28.0,F
sub-10696,25.0,F
sub-10697,39.0,M
sub-10704,32.0,M
sub-10708,25.0,M
sub-10719,23.0,F
sub-10724,22.0,F
sub-10746,23.0,M
sub-10762,41.0,F
sub-10779,38.0,M
sub-10785,36.0,F
sub-10788,35.0,F
sub-10844,26.0,M
sub-10855,47.0,M
sub-10871,41.0,M
sub-10877,23.0,M
sub-10882,23.0,M
sub-10891,21.0,F
sub-10893,25.0,F
sub-10912,44.0,F
sub-10934,37.0,F
sub-10940,25.0,M
sub-10948,22.0,F
sub-10958,30.0,F
sub-10963,45.0,F
sub-10968,24.0,M
sub-10975,32.0,M
sub-10977,47.0,M
sub-10987,26.0,F
sub-10998,49.0,M
sub-11019,47.0,M
sub-11030,40.0,M
sub-11044,40.0,M
sub-11050,48.0,M
sub-11052,26.0,M
sub-11059,22.0,F
sub-11061,45.0,F
sub-11062,49.0,F
sub-11066,37.0,M
sub-11067,23.0,F
sub-11068,39.0,M
sub-10448,37.0,M
sub-10707,28.0,M
sub-10949,27.0,M
sub-11077,22.0,F
sub-11082,25.0,F
sub-11088,21.0,F
sub-11090,24.0,M
sub-11097,43.0,M
sub-11098,39.0,M
sub-11104,21.0,M
sub-11105,27.0,F
sub-11106,27.0,M
sub-11108,21.0,F
sub-11112,29.0,M
sub-11122,40.0,F
sub-11128,28.0,F
sub-11131,38.0,F
sub-11142,24.0,M
sub-11143,28.0,M
sub-11149,32.0,M
sub-11156,25.0,F
OAS1_0001_MR1,74.0,F
OAS1_0002_MR1,55.0,F
OAS1_0004_MR1,28.0,M
OAS1_0005_MR1,18.0,M
OAS1_0006_MR1,24.0,F
OAS1_0007_MR1,21.0,M
OAS1_0009_MR1,20.0,F
OAS1_0010_MR1,74.0,M
OAS1_0011_MR1,52.0,F
OAS1_0012_MR1,30.0,M
OAS1_0013_MR1,81.0,F
OAS1_0014_MR1,19.0,F
OAS1_0017_MR1,21.0,M
OAS1_0018_MR1,39.0,M
OAS1_0020_MR1,48.0,F
OAS1_0025_MR1,24.0,F
OAS1_0026_MR1,58.0,F
OAS1_0027_MR1,43.0,F
OAS1_0029_MR1,21.0,M
OAS1_0030_MR1,65.0,F
OAS1_0032_MR1,89.0,M
OAS1_0033_MR1,80.0,F
OAS1_0034_MR1,51.0,M
OAS1_0037_MR1,27.0,M
OAS1_0038_MR1,23.0,F
OAS1_0040_MR1,38.0,F
OAS1_0043_MR1,21.0,M
OAS1_0044_MR1,47.0,F
OAS1_0045_MR1,29.0,M
OAS1_0047_MR1,57.0,F
OAS1_0049_MR1,20.0,F
OAS1_0050_MR1,48.0,F
OAS1_0051_MR1,24.0,F
OAS1_0054_MR1,21.0,F
OAS1_0055_MR1,20.0,F
OAS1_0057_MR1,21.0,F
OAS1_0059_MR1,20.0,F
OAS1_0061_MR1,20.0,F
OAS1_0062_MR1,73.0,F
OAS1_0063_MR1,48.0,M
OAS1_0064_MR1,77.0,F
OAS1_0065_MR1,90.0,M
OAS1_0068_MR1,67.0,F
OAS1_0069_MR1,33.0,M
OAS1_0070_MR1,63.0,F
OAS1_0071_MR1,49.0,F
OAS1_0072_MR1,60.0,F
OAS1_0074_MR1,43.0,M
OAS1_0075_MR1,83.0,F
OAS1_0019_MR1,89.0,F
OAS1_0058_MR1,46.0,F
OAS1_0076_MR1,18.0,F
OAS1_0096_MR1,47.0,F
OAS1_0135_MR1,64.0,M
OAS1_0176_MR1,88.0,F
OAS1_0197_MR1,89.0,F
OAS1_0216_MR1,71.0,F
OAS1_0236_MR1,20.0,F
OAS1_0260_MR1,87.0,M
OAS1_0279_MR1,73.0,F
OAS1_0317_MR1,86.0,M
OAS1_0338_MR1,77.0,M
OAS1_0357_MR1,55.0,F
OAS1_0377_MR1,25.0,M
OAS1_0397_MR1,20.0,F
OAS1_0417_MR1,30.0,F
OAS1_0437_MR1,22.0,F
OAS1_0077_MR1,20.0,F
OAS1_0078_MR1,64.0,F
OAS1_0079_MR1,25.0,F
OAS1_0080_MR1,25.0,F
OAS1_0081_MR1,18.0,F
OAS1_0083_MR1,90.0,F
OAS1_0085_MR1,70.0,F
OAS1_0086_MR1,47.0,F
OAS1_0087_MR1,21.0,F
OAS1_0088_MR1,40.0,F
OAS1_0090_MR1,20.0,M
OAS1_0091_MR1,18.0,F
OAS1_0092_MR1,22.0,M
OAS1_0095_MR1,28.0,M
OAS1_0097_MR1,23.0,M
OAS1_0099_MR1,19.0,F
OAS1_0101_MR1,29.0,M
OAS1_0102_MR1,18.0,M
OAS1_0103_MR1,19.0,F
OAS1_0104_MR1,24.0,F
OAS1_0105_MR1,20.0,M
OAS1_0106_MR1,81.0,F
OAS1_0107_MR1,20.0,M
OAS1_0108_MR1,25.0,M
OAS1_0109_MR1,61.0,F
OAS1_0110_MR1,84.0,M
OAS1_0111_MR1,23.0,M
OAS1_0112_MR1,69.0,F
OAS1_0113_MR1,83.0,F
OAS1_0114_MR1,62.0,M
OAS1_0116_MR1,52.0,F
OAS1_0117_MR1,25.0,M
OAS1_0119_MR1,19.0,M
OAS1_0125_MR1,22.0,F
OAS1_0126_MR1,21.0,M
OAS1_0127_MR1,30.0,M
OAS1_0129_MR1,18.0,M
OAS1_0130_MR1,68.0,M
OAS1_0131_MR1,24.0,M
OAS1_0132_MR1,22.0,M
OAS1_0133_MR1,65.0,F
OAS1_0136_MR1,24.0,F
OAS1_0138_MR1,80.0,M
OAS1_0139_MR1,72.0,F
OAS1_0140_MR1,23.0,F
OAS1_0141_MR1,24.0,M
OAS1_0144_MR1,22.0,M
OAS1_0145_MR1,34.0,M
OAS1_0146_MR1,82.0,F
OAS1_0147_MR1,25.0,F
OAS1_0148_MR1,23.0,M
OAS1_0150_MR1,20.0,F
OAS1_0151_MR1,25.0,F
OAS1_0152_MR1,23.0,F
OAS1_0153_MR1,23.0,M
OAS1_0156_MR1,20.0,F
OAS1_0157_MR1,86.0,F
OAS1_0159_MR1,40.0,F
OAS1_0160_MR1,57.0,M
OAS1_0162_MR1,20.0,F
OAS1_0163_MR1,18.0,F
OAS1_0165_MR1,74.0,F
OAS1_0167_MR1,41.0,F
OAS1_0168_MR1,50.0,F
OAS1_0169_MR1,88.0,F
OAS1_0170_MR1,71.0,M
OAS1_0173_MR1,35.0,M
OAS1_0174_MR1,23.0,M
OAS1_0177_MR1,54.0,F
OAS1_0178_MR1,44.0,F
OAS1_0180_MR1,80.0,F
OAS1_0181_MR1,49.0,F
OAS1_0182_MR1,48.0,M
OAS1_0183_MR1,44.0,M
OAS1_0186_MR1,84.0,M
OAS1_0188_MR1,48.0,M
OAS1_0189_MR1,22.0,M
OAS1_0190_MR1,43.0,M
OAS1_0191_MR1,21.0,F
OAS1_0192_MR1,31.0,F
OAS1_0193_MR1,23.0,F
OAS1_0195_MR1,76.0,F
OAS1_0198_MR1,21.0,F
OAS1_0199_MR1,69.0,M
OAS1_0200_MR1,60.0,F
OAS1_0201_MR1,85.0,F
OAS1_0202_MR1,23.0,F
OAS1_0203_MR1,71.0,F
OAS1_0204_MR1,48.0,M
OAS1_0206_MR1,78.0,F
OAS1_0207_MR1,51.0,M
OAS1_0208_MR1,55.0,F
OAS1_0209_MR1,22.0,F
OAS1_0211_MR1,20.0,M
OAS1_0212_MR1,74.0,F
OAS1_0213_MR1,48.0,F
OAS1_0214_MR1,18.0,M
OAS1_0218_MR1,26.0,F
OAS1_0220_MR1,75.0,F
OAS1_0221_MR1,94.0,F
OAS1_0222_MR1,49.0,F
OAS1_0224_MR1,22.0,F
OAS1_0227_MR1,26.0,F
OAS1_0228_MR1,81.0,F
OAS1_0229_MR1,55.0,F
OAS1_0230_MR1,19.0,F
OAS1_0231_MR1,20.0,F
OAS1_0232_MR1,22.0,M
OAS1_0234_MR1,75.0,M
OAS1_0235_MR1,37.0,M
OAS1_0237_MR1,72.0,F
OAS1_0239_MR1,29.0,F
OAS1_0241_MR1,74.0,F
OAS1_0244_MR1,80.0,F
OAS1_0246_MR1,22.0,F
OAS1_0249_MR1,28.0,F
OAS1_0250_MR1,21.0,M
OAS1_0253_MR1,20.0,F
OAS1_0254_MR1,85.0,F
OAS1_0255_MR1,71.0,F
OAS1_0256_MR1,70.0,M
OAS1_0258_MR1,21.0,F
OAS1_0259_MR1,78.0,F
OAS1_0261_MR1,28.0,M
OAS1_0262_MR1,46.0,M
OAS1_0264_MR1,24.0,M
OAS1_0265_MR1,54.0,F
OAS1_0266_MR1,51.0,M
OAS1_0270_MR1,93.0,F
OAS1_0271_MR1,89.0,F
OAS1_0274_MR1,58.0,F
OAS1_0275_MR1,50.0,M
OAS1_0277_MR1,22.0,M
OAS1_0280_MR1,78.0,F
OAS1_0281_MR1,28.0,M
OAS1_0282_MR1,45.0,F
OAS1_0283_MR1,18.0,F
OAS1_0284_MR1,91.0,F
OAS1_0285_MR1,20.0,M
OAS1_0289_MR1,59.0,F
OAS1_0292_MR1,64.0,F
OAS1_0293_MR1,69.0,F
OAS1_0294_MR1,20.0,F
OAS1_0295_MR1,20.0,F
OAS1_0296_MR1,28.0,F
OAS1_0299_MR1,90.0,F
OAS1_0301_MR1,90.0,F
OAS1_0302_MR1,22.0,M
OAS1_0303_MR1,67.0,F
OAS1_0305_MR1,48.0,M
OAS1_0309_MR1,54.0,F
OAS1_0310_MR1,20.0,F
OAS1_0311_MR1,22.0,F
OAS1_0313_MR1,20.0,F
OAS1_0314_MR1,27.0,M
OAS1_0318_MR1,33.0,M
OAS1_0319_MR1,31.0,M
OAS1_0321_MR1,19.0,M
OAS1_0322_MR1,65.0,F
OAS1_0323_MR1,50.0,F
OAS1_0325_MR1,27.0,F
OAS1_0326_MR1,73.0,F
OAS1_0327_MR1,50.0,M
OAS1_0328_MR1,19.0,M
OAS1_0330_MR1,80.0,F
OAS1_0331_MR1,54.0,F
OAS1_0332_MR1,72.0,M
OAS1_0333_MR1,26.0,M
OAS1_0336_MR1,41.0,F
OAS1_0337_MR1,81.0,M
OAS1_0340_MR1,19.0,M
OAS1_0341_MR1,71.0,F
OAS1_0342_MR1,88.0,F
OAS1_0343_MR1,68.0,M
OAS1_0344_MR1,20.0,M
OAS1_0345_MR1,54.0,F
OAS1_0346_MR1,23.0,M
OAS1_0348_MR1,22.0,F
OAS1_0349_MR1,43.0,F
OAS1_0350_MR1,21.0,M
OAS1_0353_MR1,22.0,M
OAS1_0354_MR1,74.0,M
OAS1_0355_MR1,73.0,F
OAS1_0356_MR1,68.0,F
OAS1_0358_MR1,65.0,M
OAS1_0359_MR1,21.0,M
OAS1_0361_MR1,20.0,M
OAS1_0363_MR1,87.0,M
OAS1_0365_MR1,74.0,M
OAS1_0366_MR1,45.0,F
OAS1_0367_MR1,46.0,F
OAS1_0368_MR1,22.0,M
OAS1_0369_MR1,73.0,F
OAS1_0370_MR1,23.0,M
OAS1_0371_MR1,70.0,F
OAS1_0372_MR1,59.0,M
OAS1_0375_MR1,46.0,M
OAS1_0376_MR1,31.0,M
OAS1_0378_MR1,58.0,F
OAS1_0379_MR1,20.0,F
OAS1_0381_MR1,59.0,M
OAS1_0383_MR1,58.0,M
OAS1_0384_MR1,38.0,F
OAS1_0385_MR1,22.0,M
OAS1_0386_MR1,26.0,F
OAS1_0387_MR1,26.0,F
OAS1_0389_MR1,55.0,M
OAS1_0392_MR1,24.0,F
OAS1_0394_MR1,22.0,F
OAS1_0395_MR1,26.0,F
OAS1_0396_MR1,25.0,M
OAS1_0398_MR1,71.0,M
OAS1_0401_MR1,54.0,F
OAS1_0403_MR1,19.0,M
OAS1_0404_MR1,73.0,F
OAS1_0406_MR1,25.0,F
OAS1_0407_MR1,55.0,F
OAS1_0408_MR1,22.0,F
OAS1_0409_MR1,34.0,M
OAS1_0410_MR1,23.0,F
OAS1_0413_MR1,25.0,F
OAS1_0415_MR1,21.0,F
OAS1_0416_MR1,23.0,F
OAS1_0419_MR1,21.0,F
OAS1_0420_MR1,22.0,F
OAS1_0421_MR1,22.0,F
OAS1_0422_MR1,69.0,F
OAS1_0423_MR1,75.0,M
OAS1_0426_MR1,82.0,F
OAS1_0428_MR1,84.0,F
OAS1_0429_MR1,45.0,F
OAS1_0431_MR1,22.0,F
OAS1_0433_MR1,58.0,M
OAS1_0434_MR1,50.0,F
OAS1_0435_MR1,23.0,M
OAS1_0438_MR1,66.0,F
OAS1_0439_MR1,21.0,M
OAS1_0442_MR1,23.0,F
OAS1_0443_MR1,52.0,F
OAS1_0444_MR1,30.0,F
OAS1_0445_MR1,90.0,F
OAS1_0446_MR1,80.0,F
OAS1_0448_MR1,22.0,F
OAS1_0449_MR1,71.0,F
OAS1_0450_MR1,19.0,M
OAS1_0455_MR1,61.0,F
OAS1_0456_MR1,61.0,M
OAS1_0457_MR1,62.0,F
OAS2_0001_MR1,87.0,M
OAS2_0004_MR1,88.0,F
OAS2_0005_MR1,80.0,M
OAS2_0008_MR1,93.0,F
OAS2_0012_MR1,78.0,F
OAS2_0013_MR1,81.0,F
OAS2_0017_MR1,80.0,M
OAS2_0018_MR1,87.0,F
OAS2_0020_MR1,80.0,M
OAS2_0022_MR1,61.0,F
OAS2_0027_MR1,69.0,F
OAS2_0029_MR1,77.0,F
OAS2_0030_MR1,60.0,F
OAS2_0031_MR1,86.0,F
OAS2_0034_MR1,79.0,F
OAS2_0035_MR1,88.0,F
OAS2_0036_MR1,69.0,F
OAS2_0041_MR1,71.0,F
OAS2_0042_MR1,70.0,F
OAS2_0047_MR1,77.0,F
OAS2_0049_MR1,69.0,F
OAS2_0051_MR1,92.0,F
OAS2_0052_MR1,74.0,M
OAS2_0053_MR1,82.0,F
OAS2_0054_MR1,85.0,F
OAS2_0055_MR1,65.0,M
OAS2_0056_MR1,71.0,F
OAS2_0057_MR1,81.0,F
OAS2_0061_MR1,68.0,M
OAS2_0062_MR1,79.0,F
OAS2_0067_MR1,67.0,M
OAS2_0068_MR1,88.0,F
OAS2_0069_MR1,81.0,F
OAS2_0070_MR1,80.0,M
OAS2_0073_MR1,70.0,F
OAS2_0076_MR1,66.0,F
OAS2_0077_MR1,69.0,M
OAS2_0078_MR1,89.0,M
OAS2_0085_MR1,78.0,F
OAS2_0086_MR1,63.0,F
OAS2_0045_MR1,75.0,F
OAS2_0131_MR1,65.0,F
OAS2_0154_MR1,75.0,F
OAS2_0090_MR1,73.0,M
OAS2_0091_MR1,75.0,M
OAS2_0092_MR1,83.0,F
OAS2_0094_MR1,61.0,F
OAS2_0095_MR1,71.0,M
OAS2_0096_MR1,89.0,F
OAS2_0097_MR1,74.0,M
OAS2_0100_MR1,77.0,F
OAS2_0101_MR1,71.0,F
OAS2_0103_MR1,69.0,F
OAS2_0105_MR1,86.0,M
OAS2_0109_MR1,81.0,M
OAS2_0117_MR1,73.0,M
OAS2_0118_MR1,67.0,F
OAS2_0119_MR1,81.0,F
OAS2_0121_MR1,73.0,F
OAS2_0122_MR1,86.0,F
OAS2_0126_MR1,74.0,F
OAS2_0127_MR1,79.0,M
OAS2_0128_MR1,76.0,F
OAS2_0129_MR1,78.0,F
OAS2_0133_MR1,78.0,F
OAS2_0135_MR1,74.0,M
OAS2_0138_MR1,73.0,F
OAS2_0141_MR1,65.0,F
OAS2_0142_MR1,69.0,F
OAS2_0143_MR1,89.0,F
OAS2_0144_MR1,77.0,M
OAS2_0145_MR1,68.0,F
OAS2_0147_MR1,77.0,F
OAS2_0149_MR1,81.0,F
OAS2_0152_MR1,66.0,F
OAS2_0156_MR1,78.0,F
OAS2_0158_MR1,73.0,F
OAS2_0161_MR1,77.0,M
OAS2_0169_MR1,71.0,F
OAS2_0171_MR1,76.0,M
OAS2_0174_MR1,60.0,M
OAS2_0176_MR1,84.0,M
OAS2_0177_MR1,68.0,M
OAS2_0178_MR1,89.0,F
OAS2_0183_MR1,66.0,F
OAS2_0186_MR1,61.0,F
CorrIACAS_25483,19.0,F
CorrNYU_25054,45.49,M
CorrBMB_3001,25.13,M
CorrBMB_3002,23.96,F
CorrBMB_3004,31.15,M
CorrBMB_3006,23.0,F
CorrBMB_3007,43.53,M
CorrBMB_3008,26.87,F
CorrBMB_3009,33.82,M
CorrBMB_3010,27.02,F
CorrBMB_3011,24.37,F
CorrBMB_3012,33.59,M
CorrBMB_3013,26.06,F
CorrBMB_3014,28.27,M
CorrBMB_3015,26.64,F
CorrBMB_3016,28.46,M
CorrBMB_3017,26.58,M
CorrBMB_3018,26.78,F
CorrBMB_3020,31.25,M
CorrBMB_3021,37.42,F
CorrBMB_3022,38.01,M
CorrBMB_3024,39.04,M
CorrBMB_3025,28.44,F
CorrBMB_3026,29.34,F
CorrBMB_3032,33.28,F
CorrBMB_3033,32.52,M
CorrBMB_3034,31.59,F
CorrBMB_3036,30.3,F
CorrBMB_3037,59.73,F
CorrBMB_3038,34.72,M
CorrBMB_3039,22.99,F
CorrBMB_3040,36.25,M
CorrBMB_3041,23.96,F
CorrBMB_3042,35.18,M
CorrBMB_3044,30.95,M
CorrBMB_3045,42.63,F
CorrBMB_3047,32.63,M
CorrBMB_3049,30.31,M
CorrBMB_3050,49.37,F
CorrBMB_3051,23.62,M
CorrBMB_3054,27.71,M
CorrBMB_3055,29.95,M
CorrBMB_3056,29.78,M
CorrBMB_3057,19.96,M
CorrBMB_3059,30.66,F
CorrBMB_3060,30.44,F
CorrBMB_3061,24.88,F
CorrBMB_3062,27.1,M
CorrBMB_3063,22.34,F
CorrBMB_3064,28.85,F
CorrBNU_25864,22.0,M
CorrBNU_25865,24.0,M
CorrBNU_25866,27.0,M
CorrBNU_25867,22.0,M
CorrBNU_25868,27.0,M
CorrBNU_25869,22.0,F
CorrBNU_25870,23.0,M
